Key,Game_Date,Game_Month,Game_Day_of_Week,Team,Opponent,Opponent_Division,Game_Result,Runs_Scored,Runs_Scored_Metric,Hits,Hits_Metric,Doubles,Triples,Home_Runs,Home_Runs_Metric,Extra_Base_Hits,Extra_Base_Hits_Metric,Walks,Strikeouts,Walks_Minus_Strikeouts,Walks_Minus_Strikeouts_Metric
543,2019-05-31,May,Friday,Boston Red Sox,New York Yankees,American League (AL) East,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
544,2019-06-01,June,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,3,Runs_Scored = 2 or 3,11,Hits >= 10,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,4,14,-10,Strikeouts > Walks
545,2019-06-02,June,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,13,Hits >= 10,1,1,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,1,8,-7,Strikeouts > Walks
546,2019-06-04,June,Tuesday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,8,Runs_Scored > 5 but <= 9,10,Hits >= 10,4,1,1,Home_Runs = 1,6,Extra_Base_Hits > 5,4,6,-2,Strikeouts > Walks
547,2019-06-05,June,Wednesday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,8,Runs_Scored > 5 but <= 9,11,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,5,8,-3,Strikeouts > Walks
548,2019-06-06,June,Thursday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,1,1,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,6,8,-2,Strikeouts > Walks
549,2019-06-07,June,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
550,2019-06-08,June,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,0,8,-8,Strikeouts > Walks
551,2019-06-08,June,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,5,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,6,10,-4,Strikeouts > Walks
552,2019-06-09,June,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,1,Runs_Scored <= 1,8,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,12,-10,Strikeouts > Walks
553,2019-06-10,June,Monday,Boston Red Sox,Texas Rangers,American League (AL) West,0,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,9,-5,Strikeouts > Walks
554,2019-06-11,June,Tuesday,Boston Red Sox,Texas Rangers,American League (AL) West,0,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,3,1,2,Home_Runs > 1,6,Extra_Base_Hits > 5,4,12,-8,Strikeouts > Walks
555,2019-06-12,June,Wednesday,Boston Red Sox,Texas Rangers,American League (AL) West,1,4,Runs_Scored = 4 or 5,10,Hits >= 10,4,2,0,Home_Runs = 0,6,Extra_Base_Hits > 5,4,11,-7,Strikeouts > Walks
556,2019-06-13,June,Thursday,Boston Red Sox,Texas Rangers,American League (AL) West,1,7,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,1,0,5,Home_Runs > 1,6,Extra_Base_Hits > 5,2,8,-6,Strikeouts > Walks
557,2019-06-14,June,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,13,Runs_Scored >= 10,16,Hits >= 10,1,0,6,Home_Runs > 1,7,Extra_Base_Hits > 5,7,6,1,Walks > Strikeouts
558,2019-06-15,June,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,4,12,-8,Strikeouts > Walks
559,2019-06-16,June,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,14,Hits >= 10,2,1,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,5,6,-1,Strikeouts > Walks
560,2019-06-17,June,Monday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,2,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,0,10,-10,Strikeouts > Walks
561,2019-06-18,June,Tuesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,0,3,Runs_Scored = 2 or 3,17,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,17,-15,Strikeouts > Walks
562,2019-06-19,June,Wednesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,9,Runs_Scored > 5 but <= 9,12,Hits >= 10,4,1,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,10,6,4,Walks > Strikeouts
563,2019-06-21,June,Friday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,14,Hits >= 10,1,2,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,2,13,-11,Strikeouts > Walks
564,2019-06-22,June,Saturday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,7,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,5,8,-3,Strikeouts > Walks
565,2019-06-23,June,Sunday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,1,Runs_Scored <= 1,7,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
566,2019-06-24,June,Monday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,6,Runs_Scored > 5 but <= 9,12,Hits >= 10,5,0,2,Home_Runs > 1,7,Extra_Base_Hits > 5,7,9,-2,Strikeouts > Walks
567,2019-06-25,June,Tuesday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,1,7,-6,Strikeouts > Walks
568,2019-06-26,June,Wednesday,Boston Red Sox,Chicago White Sox,American League (AL) Central,0,7,Runs_Scored > 5 but <= 9,15,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,2,4,-2,Strikeouts > Walks
569,2019-06-29,June,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,13,Runs_Scored >= 10,18,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,6,5,1,Walks > Strikeouts
570,2019-06-30,June,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,0,8,Runs_Scored > 5 but <= 9,15,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,1,8,-7,Strikeouts > Walks
571,2019-07-02,July,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,10,Runs_Scored >= 10,15,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,2,8,-6,Strikeouts > Walks
572,2019-07-03,July,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,1,9,-8,Strikeouts > Walks
573,2019-07-04,July,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,0,0,3,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,4,7,-3,Strikeouts > Walks
574,2019-07-05,July,Friday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,9,Runs_Scored > 5 but <= 9,14,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
575,2019-07-06,July,Saturday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,10,Runs_Scored >= 10,17,Hits >= 10,3,2,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
576,2019-07-07,July,Sunday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
577,2019-07-12,July,Friday,Boston Red Sox,Los Angeles Dodgers,National League (NL) West,1,8,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,4,0,3,Home_Runs > 1,7,Extra_Base_Hits > 5,3,8,-5,Strikeouts > Walks
578,2019-07-13,July,Saturday,Boston Red Sox,Los Angeles Dodgers,National League (NL) West,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
579,2019-07-14,July,Sunday,Boston Red Sox,Los Angeles Dodgers,National League (NL) West,0,4,Runs_Scored = 4 or 5,11,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,6,15,-9,Strikeouts > Walks
580,2019-07-15,July,Monday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,10,Runs_Scored >= 10,13,Hits >= 10,5,0,1,Home_Runs = 1,6,Extra_Base_Hits > 5,8,8,0,Walks = Strikeouts
581,2019-07-16,July,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,7,6,1,Walks > Strikeouts
582,2019-07-17,July,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,5,Runs_Scored = 4 or 5,14,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
583,2019-07-18,July,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,5,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,5,9,-4,Strikeouts > Walks
584,2019-07-19,July,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,2,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
585,2019-07-20,July,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,17,Runs_Scored >= 10,17,Hits >= 10,3,1,5,Home_Runs > 1,9,Extra_Base_Hits > 5,5,7,-2,Strikeouts > Walks
586,2019-07-21,July,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,0,Runs_Scored <= 1,1,Hits <= 3,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,12,-9,Strikeouts > Walks
587,2019-07-22,July,Monday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,12,Hits >= 10,5,0,3,Home_Runs > 1,8,Extra_Base_Hits > 5,3,3,0,Walks = Strikeouts
588,2019-07-23,July,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
589,2019-07-24,July,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,2,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,0,13,-13,Strikeouts > Walks
590,2019-07-25,July,Thursday,Boston Red Sox,New York Yankees,American League (AL) East,1,19,Runs_Scored >= 10,23,Hits >= 10,10,0,4,Home_Runs > 1,14,Extra_Base_Hits > 5,5,6,-1,Strikeouts > Walks
591,2019-07-26,July,Friday,Boston Red Sox,New York Yankees,American League (AL) East,1,10,Runs_Scored >= 10,14,Hits >= 10,6,1,4,Home_Runs > 1,11,Extra_Base_Hits > 5,0,11,-11,Strikeouts > Walks
592,2019-07-27,July,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,15,Hits >= 10,5,1,2,Home_Runs > 1,8,Extra_Base_Hits > 5,1,7,-6,Strikeouts > Walks
593,2019-07-28,July,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,0,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,14,-10,Strikeouts > Walks
594,2019-07-30,July,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,5,Runs_Scored = 4 or 5,13,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
595,2019-07-31,July,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,5,Runs_Scored = 4 or 5,12,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,1,11,-10,Strikeouts > Walks
596,2019-08-01,August,Thursday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,4,Runs_Scored = 4 or 5,10,Hits >= 10,4,0,3,Home_Runs > 1,7,Extra_Base_Hits > 5,1,13,-12,Strikeouts > Walks
597,2019-08-02,August,Friday,Boston Red Sox,New York Yankees,American League (AL) East,0,2,Runs_Scored = 2 or 3,3,Hits <= 3,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
598,2019-08-03,August,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,2,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,0,10,-10,Strikeouts > Walks
599,2019-08-03,August,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,8,10,-2,Strikeouts > Walks
600,2019-08-04,August,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,0,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
601,2019-08-05,August,Monday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,10,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,4,8,-4,Strikeouts > Walks
602,2019-08-06,August,Tuesday,Boston Red Sox,Kansas City Royals,American League (AL) Central,0,2,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,1,5,-4,Strikeouts > Walks
603,2019-08-07,August,Wednesday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,5,Runs_Scored = 4 or 5,12,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,5,12,-7,Strikeouts > Walks
604,2019-08-08,August,Thursday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,3,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
605,2019-08-09,August,Friday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,16,Runs_Scored >= 10,14,Hits >= 10,5,0,5,Home_Runs > 1,10,Extra_Base_Hits > 5,4,6,-2,Strikeouts > Walks
606,2019-08-10,August,Saturday,Boston Red Sox,Los Angeles Angels,American League (AL) West,0,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,3,1,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
607,2019-08-11,August,Sunday,Boston Red Sox,Los Angeles Angels,American League (AL) West,0,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,7,11,-4,Strikeouts > Walks
608,2019-08-12,August,Monday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,0,5,Runs_Scored = 4 or 5,12,Hits >= 10,4,0,2,Home_Runs > 1,6,Extra_Base_Hits > 5,4,6,-2,Strikeouts > Walks
609,2019-08-13,August,Tuesday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,17,Hits >= 10,4,1,1,Home_Runs = 1,6,Extra_Base_Hits > 5,4,10,-6,Strikeouts > Walks
610,2019-08-14,August,Wednesday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,5,Runs_Scored = 4 or 5,12,Hits >= 10,2,0,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
611,2019-08-16,August,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,12,Hits >= 10,6,2,1,Home_Runs = 1,9,Extra_Base_Hits > 5,3,3,0,Walks = Strikeouts
612,2019-08-17,August,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,2,1,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,4,8,-4,Strikeouts > Walks
613,2019-08-18,August,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,13,Runs_Scored >= 10,16,Hits >= 10,6,0,2,Home_Runs > 1,8,Extra_Base_Hits > 5,5,10,-5,Strikeouts > Walks
614,2019-08-20,August,Tuesday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,1,8,-7,Strikeouts > Walks
615,2019-08-21,August,Wednesday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,0,2,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
616,2019-08-23,August,Friday,Boston Red Sox,San Diego Padres,National League (NL) West,1,11,Runs_Scored >= 10,14,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,2,3,-1,Strikeouts > Walks
617,2019-08-24,August,Saturday,Boston Red Sox,San Diego Padres,National League (NL) West,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,5,9,-4,Strikeouts > Walks
618,2019-08-25,August,Sunday,Boston Red Sox,San Diego Padres,National League (NL) West,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
619,2019-08-27,August,Tuesday,Boston Red Sox,Colorado Rockies,National League (NL) West,1,10,Runs_Scored >= 10,10,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,8,4,4,Walks > Strikeouts
620,2019-08-28,August,Wednesday,Boston Red Sox,Colorado Rockies,National League (NL) West,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,2,1,4,Home_Runs > 1,7,Extra_Base_Hits > 5,3,7,-4,Strikeouts > Walks
621,2019-08-30,August,Friday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,7,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,13,-10,Strikeouts > Walks
622,2019-08-31,August,Saturday,Boston Red Sox,Los Angeles Angels,American League (AL) West,0,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
623,2019-09-01,September,Sunday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
624,2019-09-03,September,Tuesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,0,5,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,4,12,-8,Strikeouts > Walks
625,2019-09-04,September,Wednesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,4,7,-3,Strikeouts > Walks
626,2019-09-05,September,Thursday,Boston Red Sox,Minnesota Twins,American League (AL) Central,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,2,4,-2,Strikeouts > Walks
627,2019-09-06,September,Friday,Boston Red Sox,New York Yankees,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,6,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,7,8,-1,Strikeouts > Walks
628,2019-09-07,September,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,1,9,-8,Strikeouts > Walks
629,2019-09-08,September,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,0,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,0,9,-9,Strikeouts > Walks
630,2019-09-09,September,Monday,Boston Red Sox,New York Yankees,American League (AL) East,0,0,Runs_Scored <= 1,7,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,10,-7,Strikeouts > Walks
631,2019-09-10,September,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
632,2019-09-11,September,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,0,Runs_Scored <= 1,2,Hits <= 3,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,1,9,-8,Strikeouts > Walks
633,2019-09-12,September,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
634,2019-09-14,September,Saturday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,1,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,5,10,-5,Strikeouts > Walks
635,2019-09-15,September,Sunday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,1,6,Runs_Scored > 5 but <= 9,6,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
636,2019-09-17,September,Tuesday,Boston Red Sox,San Francisco Giants,National League (NL) West,0,6,Runs_Scored > 5 but <= 9,14,Hits >= 10,2,1,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,10,14,-4,Strikeouts > Walks
637,2019-09-18,September,Wednesday,Boston Red Sox,San Francisco Giants,National League (NL) West,0,3,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,4,3,1,Walks > Strikeouts
638,2019-09-19,September,Thursday,Boston Red Sox,San Francisco Giants,National League (NL) West,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
639,2019-09-20,September,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,1,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,15,-12,Strikeouts > Walks
640,2019-09-21,September,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,16,-14,Strikeouts > Walks
641,2019-09-22,September,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,11,Hits >= 10,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
642,2019-09-23,September,Monday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,4,Runs_Scored = 4 or 5,10,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,5,11,-6,Strikeouts > Walks
643,2019-09-24,September,Tuesday,Boston Red Sox,Texas Rangers,American League (AL) West,1,12,Runs_Scored >= 10,14,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
644,2019-09-25,September,Wednesday,Boston Red Sox,Texas Rangers,American League (AL) West,1,10,Runs_Scored >= 10,12,Hits >= 10,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
645,2019-09-26,September,Thursday,Boston Red Sox,Texas Rangers,American League (AL) West,0,5,Runs_Scored = 4 or 5,10,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
646,2019-09-27,September,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,1,Runs_Scored <= 1,6,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,1,12,-11,Strikeouts > Walks
647,2019-09-28,September,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,5,7,-2,Strikeouts > Walks
648,2019-09-29,September,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,12,Hits >= 10,1,1,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
649,2020-07-24,July,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,13,Runs_Scored >= 10,17,Hits >= 10,8,0,0,Home_Runs = 0,8,Extra_Base_Hits > 5,7,9,-2,Strikeouts > Walks
